Tester: Sherry
Test Date: 2016-04-19 16:32
Test Mode: sharp and round
Test Type: Alternately
Test Round: 180
Test Result:
No.,Side,Answer,Response Time
118,left,w,0.607
119,left,c,0.764
120,left,c,0.83
121,left,c,0.583
122,right,c,0.551
123,right,c,0.679
124,left,c,0.511
125,right,c,0.695
126,right,c,0.645
127,left,c,0.713
128,right,c,0.719
129,right,c,0.599
130,left,c,0.543
131,left,c,0.664
132,left,c,0.807
133,left,c,0.518
134,right,c,0.503
135,right,c,0.543
136,left,c,0.535
137,right,c,0.487
138,right,c,0.671
139,right,c,0.759
140,left,c,0.543
141,right,c,0.559
142,left,c,0.535
143,left,c,0.527
144,right,c,0.584
145,left,c,0.719
146,left,c,0.495
147,left,c,0.487
148,left,c,0.558
149,right,c,0.543
150,right,c,0.816
151,left,c,0.751
152,right,c,0.568
153,left,c,0.68
154,left,c,0.576
155,left,c,0.512
156,right,c,0.686
157,left,c,0.648
158,left,c,0.511
159,right,c,0.574
160,left,c,0.553
161,right,c,0.552
162,right,c,0.559
163,right,c,0.591
164,right,c,0.639
165,left,c,0.624
166,left,c,0.664
167,right,w,0.615
168,right,c,0.886
169,right,c,0.742
170,right,c,0.639
171,left,c,2.216
172,left,c,1.807
173,left,c,0.694
174,right,c,0.52
175,left,c,0.719
176,left,c,0.719
177,right,c,0.759
178,left,c,0.639
179,left,c,0.583
180,right,c,0.559
181,left,c,0.567
182,left,c,0.679
183,right,c,0.584
184,left,c,0.631
185,left,c,0.727
186,right,c,0.518
187,right,c,0.552
188,left,c,0.544
189,right,c,0.655
190,right,c,0.584
191,right,c,0.84
192,left,c,0.528
193,right,c,0.584
194,left,c,0.759
195,right,c,0.576
196,right,c,0.975
197,left,c,0.559
198,right,w,0.592
199,left,c,1.486
200,right,c,0.719
201,right,c,1.119
202,right,c,0.864
203,right,c,0.543
204,right,c,0.615
205,right,c,0.527
206,left,c,0.608
207,right,c,0.687
208,right,c,0.831
209,left,c,0.68
210,left,c,0.632
211,right,c,0.584
212,right,c,0.736
213,left,c,0.679
214,left,c,0.935
215,left,c,0.511
216,left,c,0.567
217,left,c,0.479
218,right,c,0.607
219,right,c,0.791
220,right,c,0.991
221,left,c,0.639
222,right,c,0.639
223,left,c,0.672
224,left,c,0.759
225,left,c,0.494
226,left,c,0.511
227,left,c,0.615
228,left,c,0.576
229,right,c,0.647
230,right,c,1.272
231,left,c,0.711
232,left,c,0.639
233,right,c,0.591
234,left,w,0.72
235,left,c,0.741
236,right,c,0.976
237,right,c,0.655
238,left,c,0.551
239,right,c,0.592
240,right,c,0.822
241,right,c,0.873
242,right,c,0.768
243,left,c,0.478
244,left,c,0.839
245,right,c,0.543
246,right,c,0.608
247,right,c,0.518
248,right,c,0.616
249,right,c,0.488
250,left,c,0.51
251,right,c,0.695
252,right,c,0.575
253,right,c,0.487
254,left,c,0.527
255,left,c,0.567
256,right,c,0.503
257,right,c,0.551
258,left,c,0.76
259,left,c,0.558
260,left,c,0.599
261,left,c,0.503
262,right,c,0.567
263,right,c,0.527
264,right,c,0.791
265,right,c,0.527
266,left,c,0.519
267,right,c,0.703
268,right,c,0.886
269,right,c,0.415
270,right,c,0.719
271,right,c,0.487
272,left,c,0.542
273,right,c,0.752
274,right,c,0.655
275,right,c,0.503
276,right,c,0.711
277,left,c,1.288
278,left,c,1.104
279,right,c,0.593
280,right,c,0.648
281,left,c,0.791
282,left,c,0.783
283,left,c,0.495
284,right,c,1.056
285,right,c,1.248
286,right,c,0.991
287,right,c,0.486
288,right,c,0.769
289,left,c,0.615
290,left,c,0.702
291,right,c,0.56
292,right,c,0.863
293,right,c,0.504
294,right,c,0.799
295,right,c,0.496
296,left,c,0.727
297,right,c,0.774
298,right,c,0.679
299,right,c,0.51
300,right,c,0.624
301,left,c,0.607
302,left,c,1.088
303,left,c,0.503
304,right,c,0.679
305,right,c,0.816
306,left,c,0.614
307,right,w,0.615
308,left,c,1.165
309,right,c,0.728
310,left,c,1.175
311,left,c,0.567
312,left,c,0.599
313,left,c,0.495
314,right,c,0.559
315,left,c,0.647
316,left,c,1.16
317,right,c,0.671
318,right,c,1.12
319,left,c,0.703
320,right,c,0.591
321,right,c,0.895
322,right,c,0.824
323,left,c,0.525
324,right,c,0.865
325,left,c,0.728
326,left,c,0.639
327,right,c,0.584
328,left,c,0.8
329,right,c,0.688
330,left,c,0.68
331,left,c,0.752
332,right,c,0.631
333,right,c,0.543
334,left,c,0.936
335,right,c,1.272
336,left,c,0.889
337,left,c,0.726
338,right,c,0.871
339,right,c,0.687
340,left,c,0.583
341,right,c,0.704
342,left,c,0.671
343,left,c,0.687
344,right,c,0.535
345,right,c,0.774
346,left,c,0.553
347,right,c,0.663
348,left,c,0.663
349,right,c,0.663
350,left,c,0.727
351,left,c,0.591
352,right,c,0.575
353,right,c,0.623
354,right,c,0.671
355,right,c,0.559
356,right,c,0.567
357,right,c,0.575
358,left,c,0.655
359,left,c,0.543
360,left,c,0.631
361,left,c,0.502
362,right,c,0.479
363,left,c,0.487
364,left,c,0.624
365,right,c,0.472
366,right,c,1
367,left,c,0.48
368,right,c,0.799
369,right,c,0.709
370,left,c,0.561
371,left,c,0.576
372,right,w,0.688
373,right,w,0.885
374,left,c,1.071
375,left,c,1.064
376,right,c,1.079
377,right,c,0.695
378,left,c,0.495
379,right,c,1.152
380,left,c,0.59
381,left,c,0.689
382,left,c,0.647
383,left,c,0.519
384,right,c,0.717
385,left,c,0.656
386,left,c,0.585
387,right,c,0.598
388,right,c,1.007
389,right,c,0.902
390,right,c,0.913
391,left,c,0.687
392,left,c,1.238
393,left,c,0.51
394,right,c,0.553
395,right,c,0.574
396,left,c,0.583
397,right,c,0.679
398,left,c,0.639
399,right,c,0.6
400,left,c,0.623
401,right,w,0.589
402,right,c,1.305
403,left,w,0.719
404,left,c,0.974
405,left,c,0.871
406,left,c,1.528
407,left,c,0.608
408,right,c,0.639
409,right,c,0.76
410,right,c,0.872
411,right,c,0.463
412,left,c,0.736
413,left,c,0.848
414,right,c,0.528
415,left,c,0.511
416,left,c,0.743
417,left,c,0.432
418,left,c,0.552
419,left,c,0.479
420,left,c,0.472
421,left,c,0.911
422,left,c,0.407
423,left,w,0.792
424,left,c,0.814
425,right,c,0.695
426,left,c,1.287
427,left,c,0.615
428,right,c,0.775
429,right,c,0.679
430,right,c,0.911
431,left,c,0.687
432,right,c,0.973
433,left,c,0.521
434,right,c,1.167
435,right,c,0.775
436,right,c,1.199
437,right,c,0.487
438,left,c,0.639
439,left,c,0.679
440,right,c,0.655
441,left,c,0.799
442,right,c,0.567
443,left,c,0.808
444,left,c,1
445,left,c,0.55
446,right,c,0.665
447,left,c,0.512
448,left,c,0.703
449,right,c,0.583
450,right,c,1.103
451,left,c,0.536
452,left,c,0.824
453,right,c,0.775
454,left,c,0.864
455,right,c,0.607
456,right,c,1.047
457,left,c,0.767
458,left,c,0.599
459,right,c,0.784
460,right,c,0.719
461,left,c,0.599
462,right,c,0.536
463,left,w,0.744
464,right,c,1.189
465,left,c,0.575
466,left,c,1.744
467,right,c,0.703
468,right,c,1.279
469,right,c,0.743
470,left,c,0.663
471,left,c,1.143
472,left,c,0.584
473,right,c,0.831
474,left,c,0.647
475,left,c,0.671
476,right,c,0.775
477,left,c,0.807
478,right,c,0.679
479,right,c,0.848
480,left,c,0.519
481,right,c,0.764
482,left,c,0.686
483,right,c,0.455
484,right,c,0.639
485,left,c,0.561
486,right,c,0.59
487,left,c,0.512
488,right,c,0.68
489,left,c,0.736
490,right,c,0.495
491,right,c,0.543
492,left,c,0.528
493,left,c,0.67
494,right,c,0.527
495,left,c,0.631
496,left,c,0.639
497,left,c,0.543
498,right,c,0.614
499,right,c,0.721
500,left,c,0.648
501,right,c,0.535
502,left,c,0.616
503,right,c,0.574
504,right,c,0.992
505,left,c,0.663
506,right,c,0.927
507,left,c,0.591
508,left,c,0.639
509,left,c,0.591
510,left,c,0.447
511,right,c,0.664
512,left,c,0.494
513,right,c,0.75
514,left,c,0.536
515,left,c,0.535
516,left,c,0.559
517,right,c,0.599
518,right,c,0.695
519,right,c,0.535
520,right,c,0.775
521,right,c,0.599
522,left,c,0.584
523,left,c,0.512
524,right,c,0.679
525,left,c,0.583
526,left,c,1.19
527,left,c,0.712
528,left,c,0.695
529,left,c,0.575
530,left,c,0.607
531,right,c,0.613
532,left,c,0.57
533,right,c,0.503
534,left,c,1.16
535,left,c,0.599
536,right,c,0.68
537,right,c,0.982
538,right,c,1.015
539,left,c,0.6
540,right,c,0.823
541,right,c,0.493
542,left,w,0.616
543,left,w,1.142
544,right,c,1.086
545,left,c,1.143
546,left,c,0.927
547,left,c,0.696
548,right,c,0.536
549,left,c,0.664
550,left,c,0.968
551,left,c,0.472
552,left,c,0.719
553,right,c,1.263
554,right,c,1.08
555,left,c,0.839
556,right,c,0.663
557,right,c,0.912
558,left,c,0.55
559,left,c,1.297
560,left,c,0.576
561,right,c,0.664
562,right,c,0.919
563,right,c,0.607
564,right,c,0.879
565,right,c,0.55
566,right,c,0.824
567,right,c,0.463
568,left,c,0.567
569,right,c,0.559
570,right,c,0.783
571,left,c,0.672
572,right,c,0.528
573,left,c,0.768
574,left,c,0.75
575,right,c,0.648
576,left,c,0.879
577,left,c,0.623
578,left,c,1.16
579,right,c,0.814
580,left,c,0.567
581,right,c,0.775
582,right,c,1.007
583,left,c,1.903
584,left,c,1.184
585,right,c,0.895
586,right,c,0.751
587,right,c,0.535
588,left,c,0.734
589,left,w,0.487
590,left,c,0.743
591,right,c,0.559
592,left,c,0.864
593,right,c,0.583
594,left,c,0.495
595,right,w,0.655
596,left,c,1.143
597,right,c,0.567
598,right,c,1.079
599,left,c,0.616
600,right,c,0.878
601,left,c,0.8
602,left,c,0.72
603,left,c,0.623
604,right,c,0.534
605,left,w,0.561
606,left,c,0.694
607,right,c,0.519
608,right,c,0.751
609,left,c,0.632
610,right,c,0.519
611,right,c,0.927
612,left,w,1.16
613,left,c,0.78
614,right,c,0.656
615,left,c,0.687
616,left,c,1.071
617,right,c,0.552
618,left,c,0.758
619,right,c,0.672
620,right,c,0.919
621,right,c,0.542
622,right,c,0.879
623,left,c,0.575
624,left,c,1.59
625,left,c,0.737
626,left,c,0.521
627,right,c,0.623
628,left,c,0.703
629,right,c,0.959
630,right,c,0.872
631,left,c,0.637
632,left,c,0.6
633,right,c,0.752
634,left,c,0.894
635,right,c,0.528
636,right,c,0.975
637,right,c,0.535
638,right,c,0.776
639,left,c,0.623
640,right,c,0.663
641,left,c,0.735
642,right,c,0.656
643,left,c,1.023
644,right,w,0.831
645,right,c,1.302
646,left,c,0.679
647,right,c,0.576
648,left,c,0.871
649,left,c,1.111
650,right,w,0.534
651,left,c,0.95
652,right,c,0.71
653,right,c,0.921
654,right,c,0.727
655,right,c,0.671
656,right,c,0.6
657,left,c,0.943
658,left,c,0.687
659,right,c,0.623
660,right,c,1.415
661,left,c,0.416
662,left,c,0.631
663,left,c,0.552
664,right,c,0.574
665,right,c,0.59
666,right,c,0.872
667,right,c,0.479
668,right,c,1.391
669,left,c,0.671
670,right,c,0.55
671,left,c,0.72
672,left,c,0.775
673,left,c,0.59
674,right,c,0.528
675,right,c,0.759
676,right,c,0.656
677,left,c,0.695
678,right,c,0.879
679,left,c,0.782
680,right,c,0.792
681,right,c,0.535
682,left,c,0.632
683,right,c,0.935
684,right,c,1.112
685,right,c,0.743
686,left,c,0.832
687,right,c,1.063
688,right,c,1.006
689,right,c,0.472
690,right,c,0.872
691,right,c,0.552
692,left,c,0.847
693,left,c,0.688
694,left,c,0.703
695,right,c,0.575
696,right,c,0.728
697,right,c,0.702
698,left,c,0.736
699,right,c,0.775
700,right,c,0.607
701,right,c,0.519
702,left,c,0.824
703,right,c,0.967
704,right,c,0.815
705,right,c,0.519
706,right,c,0.583
707,right,c,0.607
708,right,c,0.871
709,right,c,0.439
710,right,c,0.799
711,right,c,0.495
712,right,c,1.022
713,right,c,0.511
714,left,c,0.992
715,left,c,0.801
716,right,c,1.432
717,left,c,0.927
718,right,c,0.566
719,left,c,0.863
720,left,c,1.224
